 Secondi;UTC;Lan;Lon;SOP;COG;Alt1;Int_temp;Ext_temp;Ext_press;Alt2;Ext_um;O3;CO2_raw;CO2_el2
408;11:55:18;42 39.13158 N;012 33.98741 E;32,10;74,45;2492,30;32,50;7,17;76.401;2467,25;63,63;0,04;186,43;405,04
410;11:55:20;42 39.13282 N;012 33.99939 E;28,80;92,66;2499,60;32,50;7,02;76.282;2479,45;63,75;0,04;178,19;404,64
412;11:55:22;42 39.13317 N;012 34.00886 E;19,50;83,57;2508,20;32,50;6,82;76.181;2489,16;63,34;0,04;180,39;404,72
414;11:55:24;42 39.13657 N;012 34.01417 E;18,60;57,91;2515,70;32,50;6,72;76.067;2501,25;63,41;0,04;181,30;404,75
416;11:55:26;42 39.14205 N;012 34.02165 E;28,50;46,88;2524,70;32,50;6,59;75.954;2512,97;63,55;0,04;182,44;404,78
418;11:55:28;42 39.14748 N;012 34.02995 E;21,30;46,21;2535,00;32,25;6,48;75.848;2524,08;63,83;0,04;183,30;404,80
420;11:55:30;42 39.14937 N;012 34.03662 E;16,20;73,77;2544,00;32,25;6,43;75.763;2533,35;64,09;0,04;178,76;404,57
422;11:55:32;42 39.14906 N;012 34.04379 E;17,80;89,04;2553,10;32,50;6,31;75.659;2544,16;64,10;0,04;179,90;404,61
424;11:55:34;42 39.15085 N;012 34.05030 E;20,20;62,57;2563,90;32,38;6,23;75.565;2554,20;64,05;0,04;185,59;404,86
426;11:55:36;42 39.15580 N;012 34.05812 E;28,40;42,62;2573,70;32,50;6,17;75.470;2564,55;63,83;0,04;181,45;404,64
428;11:55:38;42 39.16086 N;012 34.06531 E;21,10;50,16;2586,80;32,25;6,08;75.368;2575,44;63,78;0,04;182,37;404,67
430;11:55:40;42 39.16486 N;012 34.07262 E;22,50;;2598,60;32,38;5,99;75.283;2584,38;63,85;0,04;178,34;404,46
432;11:55:42;42 39.16995 N;012 34.08384 E;35,30;59,46;2611,40;32,50;;;;;;;404,46
434;11:55:44;42 39.17700 N;012 34.09165 E;24,40;37,58;2624,40;32,38;5,89;75.180;2595,32;63,98;0,04;179,21;404,46
436;11:55:46;42 39.18021 N;012 34.09593 E;8,40;36,65;2635,70;32,38;5,81;75.085;2605,52;63,85;0,04;184,97;404,71
438;11:55:48;42 39.18042 N;012 34.10212 E;21,00;75,57;2648,80;32,38;5,71;74.967;2618,21;63,30;0,04;181,46;404,53
440;11:55:50;42 39.18467 N;012 34.11150 E;31,00;48,93;2660,50;32,38;5,63;74.842;2631,90;62,70;0,04;182,69;404,57
442;11:55:52;42 39.18992 N;012 34.12071 E;24,50;57,80;2671,20;32,38;5,64;74.734;2644,51;62,27;0,04;187,89;404,80
444;11:55:54;42 39.19125 N;012 34.12820 E;15,40;80,44;2681,10;32,25;5,60;74.612;2658,29;61,71;0,04;188,74;404,82
446;11:55:56;42 39.19074 N;012 34.13352 E;12,60;91,19;2691,50;32,25;5,61;74.503;2671,05;61,18;0,04;194,15;405,06
448;11:55:58;42 39.19141 N;012 34.14051 E;23,70;79,10;2702,70;32,50;5,60;74.391;2683,99;60,92;0,04;189,36;404,81
450;11:56:00;42 39.19589 N;012 34.15024 E;31,70;48,32;2712,80;32,25;5,56;74.273;2697,37;60,87;0,04;194,92;405,06
452;11:56:02;42 39.20208 N;012 34.16050 E;31,40;56,16;2723,90;32,25;5,52;74.164;2709,72;60,97;0,04;195,26;405,06
454;11:56:04;42 39.20482 N;012 34.16860 E;14,60;67,26;2736,20;32,13;5,47;74.068;2720,47;61,18;0,04;190,47;404,81
456;11:56:06;42 39.20461 N;012 34.17323 E;10,30;91,69;2748,00;32,25;5,42;73.953;2733,46;61,47;0,04;190,76;404,81
458;11:56:08;42 39.20502 N;012 34.17984 E;20,70;74,84;2761,30;32,25;5,35;73.830;2747,21;61,71;0,04;191,29;404,82
460;11:56:10;42 39.20912 N;012 34.18898 E;30,70;52,83;2773,40;32,13;5,31;73.736;2757,86;61,80;0,04;191,62;404,82
462;11:56:12;42 39.21561 N;012 34.19685 E;28,00;30,03;2786,40;32,50;5,27;73.624;2770,66;61,59;0,04;192,20;404,83
464;11:56:14;42 39.21935 N;012 34.20445 E;21,80;74,37;2798,00;32,25;;;;;;;404,83
466;11:56:16;42 39.22015 N;012 34.21278 E;17,10;77,39;2808,90;32,25;5,15;73.496;2784,56;61,52;0,04;193,50;404,83
468;11:56:18;42 39.22105 N;012 34.21887 E;14,30;66,53;2822,70;32,13;5,08;73.381;2797,44;61,50;0,04;189,11;404,60
470;11:56:20;42 39.22487 N;012 34.22386 E;24,40;29,26;2835,90;32,50;5,00;73.264;2810,48;61,57;0,04;189,87;404,62
472;11:56:22;42 39.23135 N;012 34.22964 E;26,60;35,58;2849,60;32,50;4,92;73.128;2825,79;61,54;0,04;190,71;404,65
474;11:56:24;42 39.23698 N;012 34.23599 E;22,40;42,01;2865,00;32,38;4,86;73.021;2837,89;61,40;0,04;191,44;404,66
476;11:56:26;42 39.24151 N;012 34.24029 E;14,20;34,66;2876,20;32,25;4,81;72.914;2850,10;61,11;0,04;192,18;404,68
478;11:56:28;42 39.24598 N;012 34.24147 E;17,90;13,27;2887,10;32,25;4,73;72.785;2864,64;61,09;0,04;193,03;404,71
480;11:56:30;42 39.25131 N;012 34.24488 E;20,90;29,44;2899,50;32,25;4,66;72.653;2879,68;61,56;0,04;193,39;404,71
482;11:56:32;42 39.25541 N;012 34.25202 E;27,70;58,36;2911,90;32,38;4,56;72.517;2894,90;61,65;0,04;194,37;404,74
484;11:56:34;42 39.25804 N;012 34.26338 E;28,30;84,16;2920,60;32,25;4,49;72.376;2911,06;61,67;0,04;195,09;404,76
486;11:56:36;42 39.25927 N;012 34.27440 E;25,50;82,82;2927,80;32,25;4,40;72.277;2922,00;61,62;0,04;196,09;404,79
488;11:56:38;42 39.26049 N;012 34.28463 E;24,10;87,19;2937,00;32,38;4,36;72.160;2935,64;61,64;0,04;196,50;404,79
490;11:56:40;42 39.25860 N;012 34.29342 E;17,90;113,97;2948,80;32,38;4,29;72.028;2950,80;61,60;0,04;197,28;404,81
492;11:56:42;42 39.25560 N;012 34.29897 E;16,00;123,24;2960,20;32,38;4,22;71.925;2962,47;61,39;0,04;198,19;404,84
494;11:56:44;42 39.25527 N;012 34.30578 E;20,10;70,48;2973,70;32,38;4,18;71.833;2973,16;61,41;0,04;193,31;404,59
496;11:56:46;42 39.25839 N;012 34.31332 E;22,40;51,76;2986,00;32,38;;;;;;;404,59
498;11:56:48;42 39.26213 N;012 34.32215 E;28,10;63,42;2996,10;32,25;4,12;71.742;2983,52;61,78;0,04;193,66;404,59
500;11:56:50;42 39.26460 N;012 34.33121 E;18,90;67,46;3007,10;32,38;4,05;71.635;2995,73;61,79;0,04;194,38;404,61
502;11:56:52;42 39.26414 N;012 34.33638 E;13,00;95,14;3019,10;32,25;4,02;71.524;3008,87;58,45;0,04;197,33;404,73
504;11:56:54;42 39.26162 N;012 34.34329 E;21,80;109,01;3032,20;32,38;3,97;71.412;3021,94;56,24;0,04;194,26;404,57
506;11:56:56;42 39.25925 N;012 34.35190 E;20,80;109,80;3043,50;32,25;3,88;71.293;3035,44;55,71;0,04;190,32;404,37
508;11:56:58;42 39.25658 N;012 34.35571 E;7,00;136,67;3052,50;32,25;3,86;71.204;3046,08;54,77;0,04;186,02;404,16
510;11:57:00;42 39.25675 N;012 34.35599 E;2,40;;3063,40;32,38;3,80;71.093;3058,97;52,89;0,04;182,85;403,99
512;11:57:02;42 39.25791 N;012 34.35769 E;9,60;83,23;3074,70;32,13;3,80;70.977;3073,16;50,54;0,04;179,44;403,82
514;11:57:04;42 39.26015 N;012 34.36167 E;12,00;56,53;3083,10;32,38;3,74;70.868;3085,85;47,99;0,04;176,76;403,67
516;11:57:06;42 39.26146 N;012 34.36380 E;4,60;38,47;3094,50;32,13;3,70;70.766;3097,92;47,65;0,04;177,37;403,69
518;11:57:08;42 39.26057 N;012 34.36440 E;10,40;139,72;3105,90;32,25;3,69;70.679;3108,50;47,87;0,04;177,31;403,67
520;11:57:10;42 39.25785 N;012 34.36876 E;17,20;121,55;3115,50;32,13;3,63;70.574;3120,76;48,17;0,04;177,67;403,67
522;11:57:12;42 39.25675 N;012 34.37537 E;16,70;99,68;3125,60;32,25;3,64;70.485;3131,84;47,80;0,04;177,83;403,66
524;11:57:14;42 39.25597 N;012 34.38043 E;9,30;104,81;3133,90;32,25;3,68;70.397;3143,17;46,01;0,04;168,74;403,22
526;11:57:16;42 39.25332 N;012 34.38406 E;11,40;129,69;3142,00;32,38;3,70;70.285;3157,25;43,57;0,04;170,17;403,27
528;11:57:18;42 39.24976 N;012 34.38806 E;13,50;134,78;3151,10;32,13;;;;;;;403,27
530;11:57:20;42 39.24848 N;012 34.39435 E;17,10;106,97;3161,40;32,13;3,77;70.198;3168,83;42,89;0,04;165,13;403,27
532;11:57:22;42 39.24953 N;012 34.40089 E;14,40;75,46;3174,50;32,13;3,85;70.112;3180,43;42,96;0,03;164,38;403,22
534;11:57:24;42 39.24969 N;012 34.40416 E;7,60;112,60;3187,30;32,13;3,91;70.023;3192,19;42,98;0,03;168,68;403,41
536;11:57:26;42 39.24633 N;012 34.40729 E;17,40;143,22;3198,70;32,13;3,94;69.930;3204,13;43,17;0,03;168,28;403,38
538;11:57:28;42 39.24280 N;012 34.41251 E;19,90;135,30;3209,50;32,25;3,96;69.835;3216,21;43,19;0,03;168,09;403,35
540;11:57:30;42 39.24107 N;012 34.42071 E;22,30;88,93;3221,40;32,00;3,96;69.721;3230,47;42,08;0,03;163,99;403,15
542;11:57:32;42 39.24327 N;012 34.42772 E;14,60;62,67;3232,70;32,00;4,01;69.619;3243,83;39,63;0,03;155,70;402,74
544;11:57:34;42 39.24424 N;012 34.43136 E;10,70;76,73;3243,50;32,00;4,04;69.506;3258,37;36,83;0,03;157,16;402,80
546;11:57:36;42 39.24561 N;012 34.43942 E;31,70;83,49;3250,60;32,25;4,07;69.415;3270,16;35,04;0,03;148,83;402,39
548;11:57:38;42 39.24687 N;012 34.45268 E;31,50;76,02;3259,90;32,00;4,11;69.311;3283,74;33,78;0,04;149,25;402,40
550;11:57:40;42 39.25030 N;012 34.46395 E;28,10;55,83;3270,20;32,25;4,14;69.205;3297,47;31,11;0,04;146,07;402,23
552;11:57:42;42 39.25405 N;012 34.47088 E;16,60;51,68;3279,80;32,13;4,23;69.100;3311,83;27,89;0,04;134,20;401,66
554;11:57:44;42 39.25595 N;012 34.47565 E;11,70;;3289,00;32,13;4,26;69.001;3324,73;25,34;0,04;135,31;401,70
556;11:57:46;42 39.25759 N;012 34.48009 E;13,40;52,23;3299,20;32,13;4,32;68.911;3336,88;22,73;0,04;132,03;401,53
558;11:57:48;42 39.26076 N;012 34.48551 E;25,20;36,49;3309,80;32,13;4,36;68.829;3347,79;20,84;0,04;132,72;401,55
560;11:57:50;42 39.26650 N;012 34.49339 E;28,30;46,98;3321,30;32,00;;;;;;;401,55
562;11:57:52;42 39.27180 N;012 34.50087 E;23,10;43,63;3330,90;32,13;4,44;68.734;3360,86;19,29;0,01;124,77;401,55
564;11:57:54;42 39.27600 N;012 34.50588 E;14,70;46,13;3341,00;32,00;4,51;68.653;3372,04;18,28;0,01;120,83;401,35
566;11:57:56;42 39.27727 N;012 34.51163 E;17,30;65,48;3352,50;32,13;4,54;68.556;3384,81;17,57;0,01;120,98;401,34
568;11:57:58;42 39.27903 N;012 34.52058 E;25,00;60,35;3361,90;32,13;4,60;68.475;3395,92;17,07;0,01;124,80;401,51
570;11:58:00;42 39.28229 N;012 34.53160 E;32,00;65,31;3371,70;32,13;4,66;68.383;3408,45;16,82;0,01;124,54;401,48
572;11:58:02;42 39.28558 N;012 34.54380 E;30,90;71,90;3380,80;32,13;4,73;68.301;3419,85;16,63;0,01;120,24;401,27
574;11:58:04;42 39.28767 N;012 34.55559 E;28,30;81,39;3391,80;32,13;4,79;68.207;3432,69;16,36;0,01;116,16;401,06
576;11:58:06;42 39.28847 N;012 34.56424 E;13,90;79,94;3402,20;32,13;4,81;68.108;3445,71;16,12;0,01;108,71;400,70
578;11:58:08;42 39.29076 N;012 34.57050 E;22,60;52,41;3413,70;32,00;4,85;68.029;3456,41;16,00;0,01;108,54;400,67
580;11:58:10;42 39.29582 N;012 34.58115 E;34,30;57,88;3424,20;32,00;4,87;67.940;3468,18;15,84;0,01;108,50;400,66
582;11:58:12;42 39.30004 N;012 34.59117 E;24,70;69,37;3433,40;32,00;4,91;67.849;3480,46;15,62;0,01;108,37;400,64
584;11:58:14;42 39.30069 N;012 34.59999 E;25,50;100,17;3442,70;31,88;4,90;67.750;3493,20;15,60;0,01;108,43;400,63
586;11:58:16;42 39.29990 N;012 34.61053 E;25,10;92,57;3451,80;32,00;4,84;67.654;3504,92;15,31;0,01;108,88;400,64
588;11:58:18;42 39.30113 N;012 34.61928 E;21,60;73,44;3463,10;32,00;4,84;67.550;3518,47;15,02;0,01;109,00;400,63
590;11:58:20;42 39.30485 N;012 34.62667 E;23,50;63,32;3471,90;31,88;4,85;67.461;3530,21;14,61;0,01;109,12;400,62
592;11:58:22;42 39.30904 N;012 34.63438 E;24,90;54,04;3483,00;32,00;;;;;;;400,62
594;11:58:24;42 39.31188 N;012 34.64312 E;21,80;81,63;3493,90;32,13;4,84;67.370;3541,98;14,04;0,01;105,80;400,62
596;11:58:26;42 39.31199 N;012 34.65488 E;35,40;87,82;3503,50;31,88;4,90;67.282;3554,26;13,25;0,01;105,80;400,61
598;11:58:28;42 39.31435 N;012 34.66958 E;36,80;72,01;3513,20;31,88;4,95;67.184;3567,75;12,50;0,01;102,31;400,43
600;11:58:30;42 39.31841 N;012 34.68280 E;33,90;64,86;3522,40;32,00;4,97;67.100;3579,05;11,95;0,01;102,42;400,42
602;11:58:32;42 39.32251 N;012 34.69341 E;25,80;59,09;3532,80;32,13;5,02;67.032;3588,63;11,49;0,01;98,90;400,24
604;11:58:34;42 39.32515 N;012 34.70057 E;18,60;60,81;3543,20;32,00;5,02;66.926;3602,60;11,13;0,01;99,03;400,23
606;11:58:36;42 39.32806 N;012 34.70744 E;22,70;56,31;3552,60;32,13;5,03;66.841;3613,96;10,82;0,01;99,10;400,22
608;11:58:38;42 39.33206 N;012 34.71761 E;32,80;66,01;3562,50;32,00;5,06;66.765;3624,39;10,63;0,01;95,66;400,05
610;11:58:40;42 39.33323 N;012 34.72891 E;22,60;82,66;3577,90;32,00;5,08;66.683;3635,51;10,47;0,01;95,62;400,03
612;11:58:42;42 39.33507 N;012 34.73602 E;18,90;68,24;3588,70;32,00;5,07;66.588;3647,98;10,29;0,01;95,73;400,03
614;11:58:44;42 39.33862 N;012 34.74556 E;32,70;71,06;3598,40;32,13;5,09;66.507;3659,00;10,20;0,01;92,38;399,86
616;11:58:46;42 39.33973 N;012 34.75955 E;33,50;88,30;3609,00;32,00;5,11;66.429;3669,64;10,19;0,01;92,29;399,84
618;11:58:48;42 39.33914 N;012 34.77208 E;28,60;96,45;3620,60;31,88;5,07;66.324;3683,10;10,46;0,01;92,38;399,83
620;11:58:50;42 39.33748 N;012 34.78093 E;17,90;106,69;3629,20;31,88;4,97;66.218;3695,92;10,88;0,01;92,70;399,83
622;11:58:52;42 39.33707 N;012 34.78646 E;13,40;85,27;3639,70;32,13;4,95;66.135;3706,75;10,89;0,01;92,79;399,82
624;11:58:54;42 39.33863 N;012 34.79149 E;13,40;73,91;3649,80;31,75;;;;;;;399,82
626;11:58:56;42 39.33861 N;012 34.79763 E;19,70;96,56;3660,30;31,88;4,93;66.036;3719,73;10,53;0,01;89,78;399,82
628;11:58:58;42 39.33723 N;012 34.80810 E;30,10;96,15;3669,90;32,13;4,90;65.939;3732,34;10,14;0,01;90,05;399,82
630;11:59:00;42 39.33764 N;012 34.82135 E;34,50;77,18;3678,80;31,88;4,90;65.858;3743,21;9,93;0,01;90,12;399,81
632;11:59:02;42 39.34096 N;012 34.83319 E;25,90;62,24;3689,60;31,88;4,90;65.769;3755,19;9,73;0,01;90,19;399,80
634;11:59:04;42 39.34295 N;012 34.84104 E;19,50;76,95;3699,70;31,75;4,88;65.685;3766,23;9,52;0,01;87,18;399,65
636;11:59:06;42 39.34190 N;012 34.84817 E;19,40;103,56;3708,10;31,75;4,87;65.603;3777,16;9,24;0,01;87,32;399,64
638;11:59:08;42 39.33979 N;012 34.85847 E;30,60;95,95;3719,90;31,63;4,85;65.510;3789,45;9,00;0,01;87,48;399,64
640;11:59:10;42 39.34088 N;012 34.87246 E;37,80;72,87;3731,40;32,00;4,86;65.426;3800,95;8,81;0,01;84,40;399,48
642;11:59:12;42 39.34261 N;012 34.88724 E;37,60;85,27;3742,50;31,88;4,83;65.328;3813,83;8,58;0,01;84,60;399,48
644;11:59:14;42 39.34310 N;012 34.90289 E;37,60;86,59;3752,70;32,00;4,74;65.249;3823,32;8,36;0,01;85,05;399,49
646;11:59:16;42 39.34517 N;012 34.91543 E;27,00;68,84;3761,70;31,88;4,75;65.174;3833,64;8,12;0,01;82,04;399,33
648;11:59:18;42 39.34824 N;012 34.92285 E;18,70;62,88;3770,60;31,75;4,75;65.070;3847,81;7,93;0,01;82,10;399,32
650;11:59:20;42 39.35032 N;012 34.92976 E;19,40;68,82;3779,80;32,00;4,68;64.974;3859,92;7,83;0,01;82,41;399,33
652;11:59:22;42 39.35165 N;012 34.93610 E;16,90;67,99;3788,00;31,75;4,64;64.871;3873,44;7,68;0,01;82,63;399,32
654;11:59:24;42 39.35426 N;012 34.94337 E;25,90;56,51;3799,50;31,88;4,59;64.797;3882,86;7,63;0,01;82,85;399,32
656;11:59:26;42 39.35886 N;012 34.95424 E;33,90;62,89;3809,60;31,75;;;;;;;399,32
658;11:59:28;42 39.36358 N;012 34.96769 E;38,30;65,85;3817,30;31,88;4,57;64.713;3894,08;7,63;0,01;82,93;399,32
660;11:59:30;42 39.36868 N;012 34.98164 E;37,10;63,82;3824,10;32,00;4,51;64.624;3905,45;7,64;0,01;80,17;399,18
662;11:59:32;42 39.37378 N;012 34.99447 E;35,00;60,60;3831,10;31,75;4,47;64.544;3915,87;7,55;0,01;80,35;399,18
664;11:59:34;42 39.37892 N;012 35.00750 E;37,30;65,79;3837,40;31,75;4,45;64.464;3926,59;7,35;0,01;80,49;399,17
666;11:59:36;42 39.38216 N;012 35.02263 E;38,00;73,56;3845,60;32,00;4,44;64.374;3938,85;7,18;0,01;77,63;399,02
668;11:59:38;42 39.38608 N;012 35.03546 E;29,70;60,06;3855,40;31,63;4,44;64.307;3948,09;7,09;0,01;77,66;399,01
670;11:59:40;42 39.38936 N;012 35.04432 E;21,70;65,65;3864,90;32,00;4,45;64.240;3957,49;7,09;0,01;77,62;399,00
672;11:59:42;42 39.39052 N;012 35.05241 E;20,90;77,82;3873,10;31,63;4,46;64.176;3966,49;7,19;0,01;77,55;398,98
674;11:59:44;42 39.39049 N;012 35.06231 E;27,90;90,65;3882,10;31,88;4,47;64.117;3974,79;7,24;0,01;77,50;398,97
676;11:59:46;42 39.39112 N;012 35.07627 E;38,90;79,53;3892,30;31,63;4,47;64.037;3985,89;7,33;0,01;77,47;398,96
678;11:59:48;42 39.39432 N;012 35.09214 E;40,40;72,09;3902,70;31,63;4,44;63.950;3997,54;7,35;0,01;77,58;398,95
680;11:59:50;42 39.39834 N;012 35.10814 E;42,00;68,48;3912,60;31,88;4,45;63.870;4008,80;7,34;0,01;77,55;398,94
682;11:59:52;42 39.40323 N;012 35.12446 E;43,50;69,81;3919,60;31,88;4,43;63.801;4018,12;7,38;0,01;77,61;398,93
684;11:59:54;42 39.40698 N;012 35.14118 E;41,40;74,09;3927,50;31,75;4,41;63.714;4029,96;7,41;0,01;77,68;398,92
686;11:59:56;42 39.41023 N;012 35.15662 E;37,40;68,97;3938,20;31,75;4,37;63.619;4042,65;7,49;0,01;77,82;398,91
688;11:59:58;42 39.41546 N;012 35.16885 E;30,80;48,85;3949,60;31,63;;;;;;;398,91
690;12:00:00;42 39.41973 N;012 35.17723 E;22,30;58,04;3959,90;31,63;4,38;63.530;4055,25;7,54;0,01;77,76;398,91
692;12:00:02;42 39.42069 N;012 35.18734 E;28,40;89,54;3968,40;31,63;4,34;63.461;4064,33;7,59;0,01;77,90;398,91
694;12:00:04;42 39.42134 N;012 35.19879 E;26,50;81,31;3976,70;31,88;4,32;63.395;4073,30;7,62;0,01;77,97;398,90
696;12:00:06;42 39.42351 N;012 35.20761 E;22,40;64,35;3987,50;31,75;4,29;63.315;4084,08;7,67;0,01;75,18;398,76
698;12:00:08;42 39.42865 N;012 35.21473 E;26,30;41,50;3996,90;31,88;4,21;63.211;4097,54;7,81;0,01;78,35;398,89
700;12:00:10;42 39.43431 N;012 35.22221 E;27,10;45,81;4005,20;31,75;4,17;63.123;4109,34;7,87;0,01;78,49;398,89
702;12:00:12;42 39.44061 N;012 35.23021 E;30,00;43,24;4010,30;31,75;4,15;63.052;4119,06;7,94;0,01;75,64;398,74
704;12:00:14;42 39.44620 N;012 35.24033 E;32,10;52,79;4021,50;31,75;4,14;62.973;4130,07;8,13;0,01;75,62;398,73
706;12:00:16;42 39.44938 N;012 35.25138 E;31,30;74,29;4033,90;31,63;4,10;62.890;4141,22;8,20;0,01;75,76;398,72
708;12:00:18;42 39.45263 N;012 35.26608 E;41,10;71,97;4042,10;31,63;4,02;62.813;4150,92;8,24;0,01;76,05;398,73
710;12:00:20;42 39.45810 N;012 35.28214 E;45,20;60,57;4050,90;31,63;3,98;62.750;4159,26;8,29;0,01;76,19;398,72
712;12:00:22;42 39.46457 N;012 35.29678 E;41,20;55,37;4062,00;31,63;3,96;62.683;4168,47;8,41;0,01;76,23;398,71
714;12:00:24;42 39.47137 N;012 35.31073 E;42,60;56,06;4070,80;31,63;3,88;62.586;4181,06;8,38;0,01;76,55;398,71
716;12:00:26;42 39.47793 N;012 35.32616 E;46,10;59,50;4080,70;31,63;3,73;62.502;4190,75;8,43;0,01;77,12;398,73
718;12:00:28;42 39.48358 N;012 35.34131 E;40,70;63,94;4094,10;31,75;3,67;62.431;4199,96;8,57;0,01;77,31;398,73
720;12:00:30;42 39.48727 N;012 35.35444 E;28,20;72,81;4107,60;31,75;;;;;;;398,73
722;12:00:32;42 39.49208 N;012 35.36312 E;31,90;42,57;4118,80;31,75;3,58;62.347;4210,57;8,72;0,01;77,62;398,73
724;12:00:34;42 39.49981 N;012 35.37572 E;47,50;56,99;4129,70;31,63;3,50;62.265;4221,07;8,73;0,01;77,94;398,73
726;12:00:36;42 39.50626 N;012 35.39304 E;46,10;63,69;4141,80;31,63;3,45;62.196;4230,18;8,83;0,01;78,11;398,73
728;12:00:38;42 39.51194 N;012 35.40733 E;36,50;55,49;4156,10;31,63;3,31;62.091;4243,07;8,83;0,01;75,72;398,60
730;12:00:40;42 39.51887 N;012 35.41819 E;35,60;46,67;4167,50;31,50;3,18;61.982;4256,71;8,80;0,01;79,20;398,76
732;12:00:42;42 39.52696 N;012 35.43098 E;45,70;52,92;4176,80;31,75;3,06;61.882;4269,22;8,80;0,01;79,68;398,77
734;12:00:44;42 39.53306 N;012 35.44710 E;41,40;70,06;4186,50;31,63;2,98;61.788;4281,51;8,84;0,01;77,00;398,63
736;12:00:46;42 39.53596 N;012 35.46087 E;31,30;75,53;4195,60;31,63;2,88;61.687;4294,51;8,84;0,01;77,39;398,64
738;12:00:48;42 39.53833 N;012 35.47225 E;27,60;75,38;4203,20;31,75;2,74;61.571;4309,08;8,86;0,01;77,94;398,65
740;12:00:50;42 39.54150 N;012 35.48195 E;26,70;51,90;4212,30;31,50;2,65;61.484;4320,24;8,80;0,01;78,32;398,66
742;12:00:52;42 39.54804 N;012 35.49108 E;35,50;42,44;4222,70;31,38;2,65;61.409;4331,10;8,84;0,01;78,31;398,65
744;12:00:54;42 39.55617 N;012 35.50240 E;41,20;46,34;4232,50;31,38;2,56;61.320;4342,59;8,93;0,01;81,71;398,80
746;12:00:56;42 39.56428 N;012 35.51428 E;40,20;44,35;4241,80;31,50;2,47;61.245;4352,06;8,97;0,01;82,07;398,80
748;12:00:58;42 39.57296 N;012 35.52630 E;42,50;47,35;4249,20;31,38;2,41;61.175;4361,28;9,03;0,01;79,22;398,66
750;12:01:00;42 39.58104 N;012 35.53977 E;42,60;53,47;4255,90;31,50;2,38;61.097;4372,16;9,12;0,01;79,32;398,65
752;12:01:02;42 39.58799 N;012 35.55363 E;40,10;60,30;4263,80;31,38;;;;;;;398,65
754;12:01:04;42 39.59208 N;012 35.56606 E;29,60;70,23;4273,80;31,38;2,30;61.007;4384,01;9,19;0,02;82,73;398,65
756;12:01:06;42 39.59454 N;012 35.57722 E;28,00;74,88;4284,40;31,38;2,26;60.934;4394,02;9,25;0,02;82,88;398,65
758;12:01:08;42 39.59737 N;012 35.58679 E;24,90;58,43;4294,00;31,38;2,23;60.868;4403,19;9,36;0,02;82,97;398,64
760;12:01:10;42 39.60341 N;012 35.59524 E;32,20;43,10;4303,10;31,50;2,24;60.819;4410,51;9,43;0,02;82,91;398,63
762;12:01:12;42 39.61143 N;012 35.60513 E;36,90;43,05;4311,10;31,50;2,23;60.761;4418,84;9,57;0,02;82,91;398,62
764;12:01:14;42 39.61910 N;012 35.61464 E;33,20;41,60;4317,90;31,25;2,17;60.670;4431,22;9,64;0,02;83,15;398,62
766;12:01:16;42 39.62701 N;012 35.62480 E;40,40;44,03;4326,60;31,25;2,06;60.585;4441,93;9,70;0,02;83,60;398,63
768;12:01:18;42 39.63341 N;012 35.63951 E;42,60;63,44;4336,10;31,38;2,01;60.510;4452,15;9,79;0,02;83,79;398,62
770;12:01:20;42 39.63545 N;012 35.65395 E;29,90;78,71;4347,60;31,38;1,95;60.424;4463,83;9,83;0,02;84,04;398,63
772;12:01:22;42 39.63825 N;012 35.66356 E;25,80;48,80;4358,30;31,38;1,88;60.360;4472,13;9,90;0,02;84,32;398,63
774;12:01:24;42 39.64526 N;012 35.67214 E;36,20;37,86;4368,30;31,50;1,92;60.300;4481,63;9,93;0,02;84,14;398,61
776;12:01:26;42 39.65336 N;012 35.68302 E;39,00;45,37;4379,60;31,25;1,83;60.211;4493,31;9,93;0,02;84,53;398,62
778;12:01:28;42 39.66163 N;012 35.69522 E;43,00;48,29;4389,00;31,50;1,74;60.117;4505,75;9,90;0,02;84,93;398,62
780;12:01:30;42 39.67003 N;012 35.70902 E;43,40;49,80;4399,50;31,38;1,64;60.030;4517,01;9,88;0,02;85,38;398,63
782;12:01:32;42 39.67844 N;012 35.72100 E;39,50;44,46;4409,70;31,25;1,58;59.952;4527,59;9,86;0,02;85,65;398,64
784;12:01:34;42 39.68723 N;012 35.73232 E;41,20;42,45;4418,30;31,38;;;;;;;398,64
786;12:01:36;42 39.69578 N;012 35.74371 E;38,50;45,29;4430,10;31,25;1,50;59.867;4538,91;9,78;0,02;86,03;398,64
788;12:01:38;42 39.70260 N;012 35.75470 E;33,00;50,44;4443,80;31,13;1,44;59.789;4549,52;9,75;0,02;86,31;398,64
790;12:01:40;42 39.70669 N;012 35.76563 E;28,10;72,06;4455,90;31,38;1,42;59.710;4560,96;9,77;0,02;86,39;398,63
792;12:01:42;42 39.71061 N;012 35.77513 E;26,80;53,75;4465,50;31,38;1,35;59.628;4572,04;9,72;0,02;86,72;398,64
794;12:01:44;42 39.71734 N;012 35.78420 E;36,70;41,04;4474,40;31,38;1,30;59.553;4582,41;9,66;0,02;86,96;398,64
796;12:01:46;42 39.72586 N;012 35.79756 E;48,30;54,85;4484,70;31,38;1,23;59.462;4594,86;9,62;0,02;87,29;398,64
798;12:01:48;42 39.73177 N;012 35.81556 E;46,50;70,48;4497,20;31,38;1,08;59.351;4608,98;9,54;0,02;88,00;398,67
